"동별(1)",동별(2),동별(3),2025,2025,2025,2025,2025,2025,2025,2025,2025
"동별(1)",동별(2),동별(3),장애정도별,장애정도별,장애정도별,장애정도별,장애정도별,장애정도별,장애정도별,장애정도별,장애정도별
"동별(1)",동별(2),동별(3),소계,소계,소계,심한 장애,심한 장애,심한 장애,심하지 않은 장애,심하지 않은 장애,심하지 않은 장애
"동별(1)",동별(2),동별(3),계,남자,여자,계,남자,여자,계,남자,여자
"합계",마포구,연남동,446,239,207,158,89,69,288,150,138
"합계",마포구,성산1동,640,363,277,215,127,88,425,236,189
"합계",마포구,성산2동,1842,984,858,835,461,374,1007,523,484
"합계",마포구,상암동,1132,627,505,496,288,208,636,339,297
"합계",마포구,기타,-,-,-,-,-,-,-,-,-
"합계",서대문구,소계,11710,6575,5135,3971,2353,1618,7739,4222,3517
"합계",서대문구,천연동,678,384,294,250,154,96,428,230,198
"합계",서대문구,북아현동,505,284,221,159,93,66,346,191,155
"합계",서대문구,충현동,673,415,258,200,126,74,473,289,184
"합계",서대문구,신촌동,425,226,199,167,97,70,258,129,129
"합계",서대문구,연희동,1114,653,461,379,222,157,735,431,304
"합계",서대문구,홍제1동,950,542,408,313,190,123,637,352,285
"합계",서대문구,홍제3동,851,479,372,258,158,100,593,321,272
"합계",서대문구,홍제2동,513,257,256,150,75,75,363,182,181
"합계",서대문구,홍은1동,995,546,449,314,184,130,681,362,319
"합계",서대문구,홍은2동,1198,689,509,460,284,176,738,405,333
"합계",서대문구,남가좌1동,530,289,241,178,104,74,352,185,167
"합계",서대문구,남가좌2동,1133,607,526,401,235,166,732,372,360
"합계",서대문구,북가좌1동,683,386,297,234,132,102,449,254,195
"합계",서대문구,북가좌2동,1462,818,644,508,299,209,954,519,435
"합계",서대문구,기타,-,-,-,-,-,-,-,-,-
"합계",서초구,소계,10179,5990,4189,3876,2349,1527,6303,3641,2662
"합계",서초구,서초1동,471,269,202,166,97,69,305,172,133
"합계",서초구,서초2동,403,241,162,149,98,51,254,143,111
"합계",서초구,서초3동,712,436,276,250,150,100,462,286,176
"합계",서초구,서초4동,493,306,187,189,113,76,304,193,111
"합계",서초구,잠원동,601,343,258,225,135,90,376,208,168
"합계",서초구,반포본동,-,-,-,-,-,-,-,-,-
"합계",서초구,반포1동,586,347,239,190,111,79,396,236,160
"합계",서초구,반포2동,435,251,184,147,92,55,288,159,129
"합계",서초구,반포3동,413,239,174,141,90,51,272,149,123
"합계",서초구,반포4동,359,220,139,135,90,45,224,130,94
"합계",서초구,방배본동,460,266,194,184,116,68,276,150,126
"합계",서초구,방배1동,483,275,208,149,79,70,334,196,138
"합계",서초구,방배2동,578,332,246,180,103,77,398,229,169
"합계",서초구,방배3동,336,197,139,125,83,42,211,114,97
"합계",서초구,방배4동,587,365,222,201,131,70,386,234,152
"합계",서초구,양재1동,1829,1024,805,830,468,362,999,556,443
"합계",서초구,양재2동,637,402,235,231,141,90,406,261,145
"합계",서초구,내곡동,796,477,319,384,252,132,412,225,187
"합계",서초구,기타,-,-,-,-,-,-,-,-,-
"합계",성동구,소계,10603,6114,4489,3483,2128,1355,7120,3986,3134
"합계",성동구,왕십리2동,602,321,281,196,109,87,406,212,194
"합계",성동구,왕십리도선동,952,550,402,366,228,138,586,322,264
"합계",성동구,마장동,993,584,409,352,215,137,641,369,272
"합계",성동구,사근동,355,186,169,105,64,41,250,122,128
"합계",성동구,행당1동,559,331,228,183,121,62,376,210,166
"합계",성동구,행당2동,873,487,386,317,178,139,556,309,247
"합계",성동구,응봉동,493,295,198,142,91,51,351,204,147
"합계",성동구,금호1가동,599,330,269,185,111,74,414,219,195
"합계",성동구,금호2.3가동,868,486,382,266,157,109,602,329,273
"합계",성동구,금호4가동,538,310,228,179,108,71,359,202,157
"합계",성동구,옥수동,690,393,297,220,142,78,470,251,219
"합계",성동구,성수1가1동,527,316,211,167,108,59,360,208,152
"합계",성동구,성수1가2동,471,255,216,140,77,63,331,178,153
"합계",성동구,성수2가1동,643,406,237,186,117,69,457,289,168
"합계",성동구,성수2가3동,368,220,148,129,82,47,239,138,101
"합계",성동구,송정동,460,268,192,154,92,62,306,176,130
"합계",성동구,용답동,612,376,236,196,128,68,416,248,168
"합계",성동구,기타,-,-,-,-,-,-,-,-,-
"합계",성북구,소계,16825,9587,7238,5572,3340,2232,11253,6247,5006
"합계",성북구,성북동,513,303,210,177,118,59,336,185,151
"합계",성북구,삼선동,775,441,334,271,160,111,504,281,223
"합계",성북구,동선동,492,281,211,163,99,64,329,182,147
"합계",성북구,돈암1동,560,299,261,168,94,74,392,205,187
"합계",성북구,돈암2동,659,381,278,223,125,98,436,256,180
"합계",성북구,안암동,529,305,224,209,130,79,320,175,145
"합계",성북구,보문동,608,337,271,210,117,93,398,220,178
"합계",성북구,정릉1동,617,340,277,192,114,78,425,226,199
"합계",성북구,정릉2동,944,543,401,282,170,112,662,373,289
"합계",성북구,정릉3동,618,352,266,215,131,84,403,221,182
"합계",성북구,정릉4동,1038,591,447,328,199,129,710,392,318
"합계",성북구,길음1동,1024,560,464,362,217,145,662,343,319
"합계",성북구,길음2동,726,425,301,236,147,89,490,278,212
"합계",성북구,종암동,1551,866,685,485,287,198,1066,579,487
"합계",성북구,월곡1동,1086,614,472,376,234,142,710,380,330
"합계",성북구,월곡2동,857,486,371,276,159,117,581,327,254
"합계",성북구,장위1동,1087,602,485,383,225,158,704,377,327
"합계",성북구,장위2동,749,443,306,247,153,94,502,290,212
"합계",성북구,장위3동,697,415,282,253,152,101,444,263,181
"합계",성북구,석관동,1695,1003,692,516,309,207,1179,694,485
"합계",성북구,기타,-,-,-,-,-,-,-,-,-
"합계",소계,소계,384934,222453,162481,135622,81905,53717,249312,140548,108764
"합계",송파구,소계,20115,11967,8148,7269,4544,2725,12846,7423,5423
"합계",송파구,풍납1동,546,297,249,171,87,84,375,210,165
"합계",송파구,풍납2동,774,469,305,247,158,89,527,311,216
"합계",송파구,거여1동,631,373,258,202,124,78,429,249,180
"합계",송파구,거여2동,1121,634,487,480,297,183,641,337,304
"합계",송파구,마천1동,1055,627,428,359,237,122,696,390,306
"합계",송파구,마천2동,1207,702,505,379,242,137,828,460,368
"합계",송파구,방이1동,419,259,160,143,88,55,276,171,105
"합계",송파구,방이2동,770,467,303,283,179,104,487,288,199
"합계",송파구,오륜동,303,184,119,118,76,42,185,108,77
"합계",송파구,오금동,1439,821,618,545,328,217,894,493,401
"합계",송파구,송파1동,677,422,255,246,152,94,431,270,161
"합계",송파구,송파2동,481,282,199,164,101,63,317,181,136
"합계",송파구,석촌동,1004,618,386,345,221,124,659,397,262
"합계",송파구,삼전동,878,530,348,307,189,118,571,341,230
"합계",송파구,가락본동,729,446,283,249,152,97,480,294,186
"합계",송파구,가락1동,575,337,238,217,140,77,358,197,161
"합계",송파구,가락2동,835,500,335,281,178,103,554,322,232
"합계",송파구,문정1동,606,358,248,238,142,96,368,216,152
"합계",송파구,문정2동,498,303,195,162,101,61,336,202,134
"합계",송파구,장지동,1304,768,536,575,366,209,729,402,327
"합계",송파구,위례동,1234,737,497,537,330,207,697,407,290
"합계",송파구,잠실본동,756,457,299,251,160,91,505,297,208
"합계",송파구,잠실2동,566,331,235,194,122,72,372,209,163
"합계",송파구,잠실3동,683,423,260,221,141,80,462,282,180
"합계",송파구,잠실4동,436,277,159,167,107,60,269,170,99
"합계",송파구,잠실6동,358,208,150,121,85,36,237,123,114
"합계",송파구,잠실7동,230,137,93,67,41,26,163,96,67
"합계",송파구,기타,-,-,-,-,-,-,-,-,-
"합계",양천구,소계,17713,10312,7401,5748,3487,2261,11965,6825,5140
"합계",양천구,목1동,691,400,291,253,147,106,438,253,185
"합계",양천구,목2동,1018,604,414,335,209,126,683,395,288
"합계",양천구,목3동,884,531,353,287,174,113,597,357,240
"합계",양천구,목4동,859,513,346,275,183,92,584,330,254
"합계",양천구,목5동,688,395,293,215,133,82,473,262,211
"합계",양천구,신월1동,1265,741,524,390,226,164,875,515,360
"합계",양천구,신월2동,1018,602,416,303,183,120,715,419,296
