addr,clCd,clCdNm,cmdcGdrCnt,cmdcIntnCnt,cmdcResdntCnt,cmdcSdrCnt,detyGdrCnt,detyIntnCnt,detyResdntCnt,detySdrCnt,drTotCnt,emdongNm,estbDd,hospUrl,mdeptGdrCnt,mdeptIntnCnt,mdeptResdntCnt,mdeptSdrCnt,pnursCnt,postNo,sgguCd,sgguCdNm,sidoCd,sidoCdNm,telno,XPos,YPos,yadmNm,ykiho
"서울특별시 관악구 관악로 242, (봉천동)",21,병원,0,0,0,0,0,0,0,0,3,봉천동,19950520,,0,0,0,3,0,8735,110004,관악구,110000,서울,1661-8267,126.9567943,37.4856349,강남고려병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEyMjIjNTEjJDEjJDYjJDgz
"서울특별시 송파구 삼전로2길 11, (삼전동)",21,병원,0,0,0,0,0,0,0,0,3,삼전동,20070430,,0,0,0,3,0,5594,110018,송파구,110000,서울,02-421-7100,127.0861578,37.5013402,강남수병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ4MiQ0NjE0ODEjNzEjJDEjJDgjJDgz
"서울특별시 강남구 남부순환로 2609, 하늘빌딩, 7~12층 (도곡동) (도곡동)",21,병원,0,0,0,0,0,0,0,0,6,도곡동,20070612,https://utdhospital.co.kr/,0,0,0,6,0,6267,110001,강남구,110000,서울,02-1644-0075,127.0351301,37.4849802,강남유나이티드병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjE4MzIjNDEjJDEjJDQjJDgz
"서울특별시 강남구 도산대로 202, 강남을지병원 B2~9층 (논현동)",21,병원,0,0,0,0,0,0,0,0,1,논현동,20090831,http://gangnam.eulji.or.kr/,0,0,0,1,0,6047,110001,강남구,110000,서울,1899-0001,127.0286438,37.5194124,강남을지대학교병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz
"서울특별시 강남구 도곡로 122, 제이에스빌딩 (도곡동)",21,병원,0,0,0,0,0,0,0,0,5,도곡동,20131114,,0,0,0,5,0,6259,110001,강남구,110000,서울,02-533-3600,127.033745,37.4899185,강남제이에스병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDIjJDgz
"서울특별시 강남구 언주로 631, 강남지인병원 지하2층. 2~6층 (논현동)",21,병원,0,0,0,0,0,0,0,0,13,논현동,20180914,,0,0,0,13,0,6106,110001,강남구,110000,서울,02-6985-4119,127.03505,37.5127891,강남지인병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz
"서울특별시 강남구 테헤란로 337, 4~8층 (역삼동)",21,병원,0,0,0,0,0,0,0,0,4,역삼동,20150724,http://www.choicehospital.co.kr,0,0,0,4,0,6150,110001,강남구,110000,서울,02-539-2250,127.0484885,37.5047776,강남초이스병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNTEjJDEjJDIjJDgz
"서울특별시 관악구 남부순환로 1449, 강남힐병원 (신림동)",21,병원,0,0,0,0,0,0,0,0,1,신림동,20060126,https://gangnamheal.com/,0,0,0,1,0,8767,110004,관악구,110000,서울,02-853-4600,126.9117246,37.4815953,강남힐병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz
"서울특별시 강동구 천호대로 1165, (길동)",21,병원,0,0,0,0,0,0,0,0,3,길동,20260727,,0,0,0,3,0,5356,110002,강동구,110000,서울,02-488-7114,127.1409415,37.5340867,강동삼성재활의학과병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz
"서울특별시 강동구 양재대로 1463, 5~15층 (길동)",21,병원,1,0,0,0,0,0,0,0,8,길동,20251031,,1,0,0,6,0,5353,110002,강동구,110000,서울,02-6677-7533,127.1392273,37.5366086,강동아너스힐병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ4OSQyNjEwMDIjNTEjJDEjJDIjJDgz
"서울특별시 강동구 올림픽로 734, (천호동)",21,병원,0,0,0,0,0,0,0,0,4,천호동,20120316,강동연세병원.com,0,0,0,4,0,5323,110002,강동구,110000,서울,02-1899-0102,127.1266323,37.5467696,강동연세병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQ0NjEwMDIjNzEjJDEjJDgjJDgz
"서울특별시 중랑구 면목로 473, (상봉동)",21,병원,0,0,0,0,0,0,0,0,7,상봉동,19840403,www.kb21spine.co.kr/,0,0,0,7,0,2138,110019,중랑구,110000,서울,1577-6336,127.0856598,37.594048,강북21세기병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz
"서울특별시 노원구 동일로 996, (공릉동)",21,병원,0,0,0,0,0,0,0,0,10,공릉동,20160310,,0,0,0,10,0,1849,110022,노원구,110000,서울,02-2092-5505,127.0754877,37.6191956,강북연세병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjEwMDIjODEjJDEjJDYjJDgz
"서울특별시 강북구 한천로 1083, 수유동 (수유동, 광산타워)",21,병원,0,0,0,0,0,0,0,0,5,수유동,20121012,,0,0,0,5,0,1070,110024,강북구,110000,서울,02-6222-1000,127.022638,37.6425442,강북우리병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz
"서울특별시 강북구 도봉로 187, 지하1층, 지상1층~지상5층 (미아동)",21,병원,0,0,0,0,0,0,0,0,7,미아동,20200311,,0,0,0,7,0,1170,110024,강북구,110000,서울,02-986-0334,127.026202,37.6254286,강북으뜸병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQyNjEwMDIjNjEjJDEjJDQjJDgz
"서울특별시 강서구 금낭화로 9, 바른세상병원 1~7층 (방화동)",21,병원,1,0,0,0,0,0,0,0,3,방화동,20190614,,0,0,0,2,0,7614,110003,강서구,110000,서울,02-2603-0300,126.8116185,37.5661467,강서바른세상병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQyNjE4MzIjNjEjJDEjJDAjJDgz
"서울특별시 강서구 공항대로 315, (등촌동, 서울시니어강서타워)",21,병원,0,0,0,0,0,0,0,0,8,등촌동,20030128,http://www.gsongdo.com,0,0,0,8,0,7591,110003,강서구,110000,서울,02-2659-0600,126.8427872,37.5585273,강서송도병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQzNjEyMjIjODEjJDEjJDYjJDgz
"서울특별시 강서구 가로공원로 187, 강서케이병원 (화곡동)",21,병원,0,0,0,0,0,0,0,0,8,화곡동,20090924,https://gskhospital.com,1,0,0,7,0,7718,110003,강서구,110000,서울,1833-7530,126.8367214,37.537373,강서케이병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 강서구 공항대로41길 34, 플러스존 3,8,9층 (등촌동)",21,병원,0,0,0,0,0,0,0,0,5,등촌동,20250529,,0,0,0,5,0,7587,110003,강서구,110000,서울,02-3665-0823,126.8457301,37.5592839,강서푸른꿈성모어린이병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQzNjE0ODEjNDEjJDEjJDQjJDgz
"서울특별시 강서구 강서로56길 38, 강서힘찬병원 (등촌동)",21,병원,0,0,0,0,0,0,0,0,9,등촌동,20100903,www.himchanhospital.com,0,0,0,9,0,7591,110003,강서구,110000,서울,02-1899-2228,126.8406822,37.5592035,강서힘찬병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ4MiQzNjEwMDIjODEjJDEjJDYjJDgz
"서울특별시 송파구 백제고분로 252, SH타워 2~8층 (삼전동)",21,병원,0,0,0,0,0,0,0,0,5,삼전동,20241002,,0,0,0,5,0,5584,110018,송파구,110000,서울,02-6287-5500,127.0942945,37.5023107,강철병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQ0NjEwMDIjNDEjJDEjJDQjJDgz
"서울특별시 영등포구 영신로 136, (영등포동4가)",21,병원,0,0,0,0,0,0,0,0,58,영등포동4가,19920801,http://www.kimeye.com/kimeye/,0,0,7,51,0,7301,110013,영등포구,110000,서울,1577-2639,126.9014955,37.5197392,건양의료재단 김안과병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDIjJDgz
"서울특별시 서초구 강남대로 505, (반포동, 고도일 병원)",21,병원,0,0,0,0,0,0,0,0,10,반포동,20091102,http://www.godoil.com,0,0,0,10,0,6536,110021,서초구,110000,서울,1577-8907,127.0227848,37.5070301,고도일병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQzIyQwMCQ0NjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 강동구 천호대로 1151, (길동)",21,병원,0,0,0,0,0,0,0,0,14,길동,20180222,,0,0,0,14,0,5356,110002,강동구,110000,서울,1577-0082,127.1393602,37.5341574,고은빛여성병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 강동구 풍성로37길 45, (성내동)",21,병원,0,0,0,0,0,0,0,0,10,성내동,20120102,,0,0,0,10,0,5387,110002,강동구,110000,서울,02-480-5000,127.1260445,37.533932,공안과병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE0ODEjNzEjJDEjJDgjJDgz
"서울특별시 강남구 영동대로86길 9, (대치동, 지하1~2층,2~7층)",21,병원,0,0,0,0,0,0,0,0,9,대치동,20120227,www.kwanghyespine.com/,0,0,0,9,0,6174,110001,강남구,110000,서울,02-538-7111,127.0647911,37.5081452,광혜병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ5OSQ0NjE0ODEjODEjJDEjJDYjJDgz
"서울특별시 강북구 삼각산로 58, 국립재활원 (수유동)",21,병원,0,0,0,3,1,0,0,1,28,수유동,19940221,http://www.nrc.go.kr,0,0,12,11,0,1022,110024,강북구,110000,서울,02-901-1700,127.0105162,37.6388781,국립재활원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNTEjJDEjJDYjJDgz
"서울특별시 용산구 이촌로 318, (이촌동)",21,병원,0,0,0,0,0,0,0,0,10,이촌동,19840403,www.asankeumkang.co.kr/,0,0,0,10,0,4425,110014,용산구,110000,서울,02-799-5000,126.9818432,37.5176285,금강아산병원(재단법인 아산사회복지재단),JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 금천구 남부순환로 1400, 1층~9층 (독산동)",21,병원,2,0,0,0,0,0,0,0,11,독산동,20120614,https://koreasu.com/,0,0,0,9,0,8548,110025,금천구,110000,서울,02-838-5558,126.9064303,37.4800294,금천수병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ3OSQyNjEwMDIjNjEjJDEjJDQjJDgz
"서울특별시 강남구 봉은사로 171, (논현동, 지하1층일부,1-5층,6층일부)",21,병원,0,0,0,0,0,0,0,0,2,논현동,20050601,http://www.disc4u.net,0,0,0,2,0,6122,110001,강남구,110000,서울,02-517-0770,127.0325991,37.5072251,김정수여러분병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjEyMjIjNDEjJDEjJDQjJDgz
"서울특별시 강남구 언주로 731, 나누리병원 (논현동)",21,병원,0,0,0,0,0,0,0,0,16,논현동,20030916,www.nanoori.co.kr/,0,0,0,16,0,6048,110001,강남구,110000,서울,02-6003-9718,127.034005,37.5203058,나누리병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz
"서울특별시 동대문구 무학로 193-1, (용두동)",21,병원,0,0,0,0,0,0,0,0,4,용두동,20110329,http://www.seoulos.com,0,0,0,4,0,2578,110007,동대문구,110000,서울,02-959-9191,127.0295094,37.5816364,날개병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQ0NjEwMDIjNTEjJDEjJDIjJDgz
"서울특별시 강동구 천호대로 1133, (길동)",21,병원,0,0,0,0,0,0,0,0,6,길동,20141028,,0,0,0,6,0,5355,110002,강동구,110000,서울,02-1577-2533,127.137523,37.5346934,남기세병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz
"서울특별시 동작구 동작대로 67, (사당동)",21,병원,0,0,0,0,0,0,0,0,5,사당동,20100111,,0,0,0,5,0,7014,110008,동작구,110000,서울,02-523-1119,126.9814925,37.4825532,낭만병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 강남구 테헤란로 408, 대치빌딩 지상9층~지상17층 (대치동)",21,병원,0,0,0,0,0,0,0,0,30,대치동,20061220,http://www.noon.co.kr,0,0,2,28,0,6192,110001,강남구,110000,서울,02-1661-1175,127.0504171,37.5044651,누네안과병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz
"서울특별시 서초구 방배로 223, 창생빌딩 2~7층 (방배동)",21,병원,0,0,0,0,0,0,0,0,6,방배동,20190708,http://newminhospital.com/,0,0,0,6,0,6561,110021,서초구,110000,서울,02-6677-8875,126.9899521,37.4930421,뉴민병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjE0ODEjODEjJDEjJDYjJDgz
"서울특별시 송파구 송이로 76, 뉴스타트병원 (가락동)",21,병원,0,0,0,0,0,0,0,0,5,가락동,20080102,http://new-start.co.kr,0,0,0,5,0,5707,110018,송파구,110000,서울,02-407-7700,127.1194989,37.4991188,뉴스타트병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQwMyQ0NjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 중랑구 동일로 643, 화성빌딩 지하1, 2~8층 (면목동)",21,병원,0,0,0,0,0,0,0,0,8,면목동,20160705,,0,0,0,8,0,2135,110019,중랑구,110000,서울,02-1644-0710,127.0796571,37.587994,늘찬병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQyNjEyMjIjNzEjJDEjJDgjJDgz
"서울특별시 동대문구 서울시립대로 57, 천사병원 B1,1,2,3,6층 (전농동)",21,병원,0,0,0,0,0,0,0,0,0,전농동,20020918,http://www.dail.org,0,0,0,0,0,2558,110007,동대문구,110000,서울,02-2213-8004,127.0477019,37.5765433,다일천사병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQwMyQyNjEyMjIjNDEjJDEjJDQjJDgz
"서울특별시 강동구 천호대로 1110, 지하5~지상9층 (성내동)",21,병원,0,0,0,0,0,0,0,0,15,성내동,20130222,http://www.hospitalrun.co.kr,0,0,0,15,0,5373,110002,강동구,110000,서울,1600-7511,127.1347351,37.5347217,달려라병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQyIyQ3IyQwMCQyNjEwMDIjNjEjJDEjJDAjJDgz
"서울특별시 강남구 학동로 234, 담소유빌딩 (논현동)",21,병원,0,0,0,0,0,0,0,0,8,논현동,20150720,,0,0,0,8,0,6104,110001,강남구,110000,서울,02-542-2222,127.0346344,37.5148664,담소유병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjEyMjIjODEjJDEjJDYjJDgz
"서울특별시 서초구 남부순환로 2151, (방배동)",21,병원,0,0,0,0,0,0,0,0,23,방배동,19990724,http://www.daehang.com,0,0,0,23,0,6699,110021,서초구,110000,서울,02-6388-8114,126.9878808,37.475619,대항병원,JDQ4MTg4MSM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 강남구 선릉로 404, 더드림병원 (대치동)",21,병원,0,0,0,0,0,0,0,0,10,대치동,20220228,,0,0,0,10,0,6198,110001,강남구,110000,서울,1661-1177,127.0509906,37.5009956,더드림병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 성북구 아리랑로 16, 3~7층 (동선동4가)",21,병원,0,0,0,0,0,0,0,0,9,동선동4가,20170331,,0,0,0,9,0,2829,110012,성북구,110000,서울,02-929-2114,127.0165047,37.5942338,더서울병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz
"서울특별시 강동구 성내로 66, 채원자연통합병원빌딩 (성내동)",21,병원,0,0,0,0,0,0,0,0,1,성내동,20140421,,0,0,0,1,0,5399,110002,강동구,110000,서울,02-2635-9933,127.1270901,37.527672,더셀채원병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQ0NjE0ODEjODEjJDEjJDYjJDgz
"서울특별시 송파구 송이로 81, 지하2층~지상7층층 (가락동)",21,병원,0,0,0,0,0,0,0,0,3,가락동,20240902,https://thehealhospital.co.kr,0,0,0,3,0,5706,110018,송파구,110000,서울,1555-1627,127.1204037,37.4987751,더힐병원,JDQ4MTg4MSM1MSMkMSMkOCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNjEjJDEjJDgjJDgz
"서울특별시 영등포구 영신로34길 5, (영등포동4가)",21,병원,0,0,0,0,0,0,0,0,4,영등포동4가,20110630,http://www.seoulbrain.com,0,0,0,4,0,7301,110013,영등포구,110000,서울,02-2678-8225,126.9018257,37.5200503,덕수의료재단 서울브레인병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz
"서울특별시 강남구 압구정로30길 45, 2~4층 (신사동)",21,병원,0,0,0,0,0,0,0,0,8,신사동,20210831,,0,0,0,8,0,6022,110001,강남구,110000,서울,02-1833-2280,127.0294194,37.5243393,두발로병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 중랑구 봉화산로 64, (중화동, 디엔에프병원)",21,병원,0,0,0,0,0,0,0,0,2,중화동,20111122,http://dnfhospital.com,0,0,0,2,0,2089,110019,중랑구,110000,서울,02-434-2119,127.0814897,37.601489,디앤에프병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjE4MzIjODEjJDEjJDIjJDgz
"서울특별시 중랑구 망우로 470, (망우동)",21,병원,1,0,0,0,0,0,0,0,4,망우동,20200727,http://www.ruskseoul.co.kr,0,0,0,3,0,2177,110019,중랑구,110000,서울,02-3426-0100,127.1043415,37.6001415,러스크서울병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQxMyQzNjEwMDIjNzEjJDEjJDgjJDgz
"서울특별시 종로구 평창문화로 75, 글로리아타운 2층일부,3,5층 (평창동)",21,병원,1,0,0,0,0,0,0,0,6,평창동,20120516,http://roihospital.com,0,0,0,5,0,3009,110016,종로구,110000,서울,02-1644-7541,126.9690288,37.6068376,로이병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz
"서울특별시 강동구 천호대로 1044, (성내동)",21,병원,0,0,0,0,0,0,0,0,4,성내동,20140912,,0,0,0,4,0,5379,110002,강동구,110000,서울,02-333-3080,127.1277443,37.5369609,리더스병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz
"서울특별시 은평구 연서로 10, 지하2~지상9층 (역촌동)",21,병원,0,0,0,0,0,0,0,0,6,역촌동,20170929,,0,0,0,6,0,3409,110015,은평구,110000,서울,02-382-7700,126.9164512,37.6000012,리드힐병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz
"서울특별시 동대문구 답십리로 266, 파워스빌딩 (장안동)",21,병원,0,0,0,0,0,0,0,0,18,장안동,20111122,www.linlady.com/,0,0,0,18,0,2624,110007,동대문구,110000,서울,2244-1212,127.0698145,37.572328,린여성병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQxMyQyNjEyMjIjNDEjJDEjJDQjJDgz
"서울특별시 중랑구 동일로 890, (묵동)",21,병원,0,0,0,0,0,0,0,0,10,묵동,20080404,,1,0,0,9,0,2038,110019,중랑구,110000,서울,02-978-8575,127.0782087,37.6098944,마디세상병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 강남구 논현로 705, 메드렉스병원 (논현동)",21,병원,0,0,0,0,0,0,0,0,11,논현동,20080626,,1,0,0,10,0,6046,110001,강남구,110000,서울,02-6011-6000,127.0299828,37.5148973,메드렉스병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz
"서울특별시 노원구 노원로 448, (상계동, 메디아이여성병원)",21,병원,0,0,0,0,0,0,0,0,11,상계동,20060621,http://www.medi-i.com/,0,0,0,11,0,1696,110022,노원구,110000,서울,02-936-2122,127.067062,37.6564674,메디아이여성병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz
"서울특별시 양천구 남부순환로 331, (신월동, 메디힐병원)",21,병원,0,0,0,0,0,0,0,0,15,신월동,20010402,http://www.mediheal.co.kr,1,0,0,14,0,7905,110020,양천구,110000,서울,02-2604-7551,126.8278769,37.5372174,메디힐병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
"서울특별시 강남구 선릉로 751, 카로시티Ⅲ 지하1층, 지상1층~7층 (논현동)",21,병원,0,0,0,1,0,0,0,0,2,논현동,20230927,,0,0,0,1,0,6055,110001,강남구,110000,서울,02-1600-2959,127.0392399,37.5217105,모두가행복한연세병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjEyMjIjNDEjJDEjJDQjJDgz
"서울특별시 양천구 중앙로 300, (신정동)",21,병원,0,0,0,0,0,0,0,0,3,신정동,20180530,,0,0,0,3,0,8019,110020,양천구,110000,서울,02-6927-3646,126.8518725,37.5230563,목동제일여성병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjEwMDIjNDEjJDEjJDgjJDgz
"서울특별시 구로구 중앙로 91, 본소클리닉스 (고척동)",21,병원,0,0,0,0,0,0,0,0,2,고척동,20140612,,1,0,0,1,0,8228,110005,구로구,110000,서울,02-3666-1122,126.8604343,37.505574,목동현대웰병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ4OSQyNjE0ODEjNjEjJDEjJDAjJDgz
"서울특별시 송파구 송파대로 562, 2,3,8층 (신천동, 한빛프라자,삼성웰리스아파트)",21,병원,0,0,0,0,0,0,0,0,5,신천동,20140206,,0,0,0,5,0,5510,110018,송파구,110000,서울,02-1899-5230,127.0995242,37.5153483,미래본병원,JDQ4MTg4MSM1MSMkMSMkNCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz
"서울특별시 강남구 논현로168길 35, 목산빌딩, 지하2층, 3~5층 (신사동)",21,병원,0,0,0,0,0,0,0,0,1,신사동,20071217,http://www.meehospital.com,0,0,0,1,0,6024,110001,강남구,110000,서울,02-541-7222,127.0312234,37.5234744,미병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNTEjJDEjJDYjJDgz
"서울특별시 강북구 도봉로 155, 서울민병원 (미아동)",21,병원,0,0,0,0,0,0,0,0,13,미아동,20080414,http://minhospital.co.kr,0,0,0,13,0,1171,110024,강북구,110000,서울,02-982-3114,127.0272803,37.6226164,민병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz
"서울특별시 송파구 정의로8길 7, 한스빌딩 1~4층 (문정동)",21,병원,0,0,0,0,0,0,0,0,14,문정동,20170131,,0,0,0,14,0,5836,110018,송파구,110000,서울,02-2088-3000,127.1159205,37.4862139,민트병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQxIyQxIyQ4OSQzNjEwMDIjNjEjJDEjJDQjJDgz
"서울특별시 도봉구 도봉로 628, (창동, 바로선병원)",21,병원,0,0,0,0,0,0,0,0,14,창동,20050516,http://www.barosun.net,0,0,0,14,0,1397,110006,도봉구,110000,서울,02-1666-5853,127.0421237,37.6603375,바로선병원,JDQ4MTg4MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQyIyQ5IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz
