목적구,행정동,콜택시_목적지_건수,병원,보건소,보건지소,상급종합병원,요양병원,의원,정신병원,종합병원,한의원,P1_의료기관_합계,P2_의료기관_합계,의료기관_총수,병원급_총수(의원/한의원제외),병상보고기관수,중환자실병상수,격리병실병상수,총병상수,그룹1_총수,그룹2_총수,의사수_총합,기관당_평균의사수
종로구,숭인2동,866,1,0,0,0,0,11,0,0,3,12,3,15,1,0.0,0.0,0.0,0.0,0,1,5.0,5.0
종로구,이화동,15126,0,0,0,1,0,6,0,0,1,7,1,8,1,1.0,170.0,7.0,177.0,0,1,1488.0,1488.0
종로구,종로1.2.3.4가동,6777,1,0,0,0,0,61,0,0,28,62,28,90,1,0.0,0.0,0.0,0.0,0,1,4.0,4.0
종로구,종로5.6가동,1171,0,0,0,0,0,27,0,0,24,27,24,51,0,0.0,0.0,0.0,0.0,0,0,0.0,
종로구,창신1동,727,0,0,0,0,0,21,0,0,5,21,5,26,0,0.0,0.0,0.0,0.0,0,0,0.0,
종로구,창신2동,569,0,0,0,0,0,5,0,0,3,5,3,8,0,0.0,0.0,0.0,0.0,0,0,0.0,
종로구,창신3동,69,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.0,0.0,0.0,0,0,0.0,
종로구,청운효자동,3194,0,1,0,0,0,3,0,0,2,3,3,6,1,0.0,0.0,0.0,0.0,1,0,4.0,4.0
종로구,평창동,1835,1,0,0,0,0,5,0,0,5,6,5,11,1,0.0,0.0,0.0,0.0,0,1,6.0,6.0
종로구,혜화동,1878,0,0,0,0,0,12,0,0,6,12,6,18,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,광희동,2863,0,0,0,0,0,19,0,1,4,20,4,24,1,1.0,55.0,37.0,92.0,0,1,223.0,223.0
중구,다산동,820,1,0,0,0,0,20,0,0,7,21,7,28,1,0.0,0.0,0.0,0.0,0,1,7.0,7.0
중구,도원동,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,동인천동,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,동화동,1641,0,0,0,0,0,5,0,0,3,5,3,8,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,명동,2796,0,0,0,0,0,124,0,0,25,124,25,149,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,북성동,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,소공동,1646,0,0,0,0,0,29,0,0,10,29,10,39,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,신당5동,1001,0,0,0,0,0,13,0,0,8,13,8,21,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,신당동,476,1,1,0,0,0,8,0,0,1,9,2,11,2,0.0,0.0,0.0,0.0,1,1,14.0,7.0
중구,신흥동,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,약수동,1397,1,0,0,0,0,21,0,0,7,22,7,29,1,0.0,0.0,0.0,0.0,0,1,40.0,40.0
중구,연안동,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,영종동,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,율목동,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,을지로동,678,0,0,0,0,0,14,0,0,6,14,6,20,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,장충동,870,0,0,0,0,0,3,0,0,0,3,0,3,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,중림동,1545,0,0,0,0,0,8,0,0,5,8,5,13,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,청구동,1620,0,0,0,0,0,4,0,0,1,4,1,5,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,필동,879,0,0,0,0,0,9,0,0,4,9,4,13,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,황학동,1435,0,0,0,0,0,15,0,0,5,15,5,20,0,0.0,0.0,0.0,0.0,0,0,0.0,
중구,회현동,3790,0,0,0,0,0,34,0,0,12,34,12,46,0,0.0,0.0,0.0,0.0,0,0,0.0,
중랑구,망우3동,623,1,0,0,0,0,5,0,0,6,6,6,12,1,0.0,0.0,0.0,0.0,0,1,4.0,4.0
중랑구,망우본동,5346,5,0,0,0,0,39,1,1,16,45,17,62,7,1.0,0.0,3.0,3.0,1,6,63.0,9.0
중랑구,면목2동,2433,2,0,0,0,0,10,0,0,6,12,6,18,2,1.0,6.0,0.0,6.0,0,2,14.0,7.0
중랑구,면목4동,2531,0,0,0,0,0,2,0,0,4,2,4,6,0,0.0,0.0,0.0,0.0,0,0,0.0,
중랑구,면목5동,715,0,0,0,0,0,2,0,0,0,2,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,
중랑구,면목7동,1468,1,0,0,0,0,35,0,0,11,36,11,47,1,0.0,0.0,0.0,0.0,0,1,3.0,3.0
중랑구,면목본동,2740,0,0,0,0,0,34,0,0,16,34,16,50,0,0.0,0.0,0.0,0.0,0,0,0.0,
중랑구,면목제3.8동,3209,0,0,0,0,0,17,0,1,4,18,4,22,1,1.0,20.0,3.0,23.0,0,1,37.0,37.0
중랑구,묵1동,4133,2,0,0,0,0,16,0,0,7,18,7,25,2,0.0,0.0,0.0,0.0,0,2,11.0,5.5
중랑구,묵2동,2038,0,0,0,0,0,14,0,0,7,14,7,21,0,0.0,0.0,0.0,0.0,0,0,0.0,
중랑구,상봉1동,4281,0,0,0,0,0,12,0,0,5,12,5,17,0,0.0,0.0,0.0,0.0,0,0,0.0,
중랑구,상봉2동,4176,1,0,0,0,1,34,0,0,9,36,9,45,2,0.0,0.0,0.0,0.0,0,2,13.0,6.5
중랑구,신내1동,13529,0,0,0,0,0,16,0,1,9,17,9,26,1,1.0,41.0,15.0,56.0,0,1,221.0,221.0
중랑구,신내2동,4794,0,1,0,0,1,15,0,0,6,16,7,23,2,0.0,0.0,0.0,0.0,1,1,12.0,6.0
중랑구,중화1동,2490,1,0,0,0,0,10,0,0,5,11,5,16,1,0.0,0.0,0.0,0.0,0,1,2.0,2.0
중랑구,중화2동,2191,0,0,0,0,0,19,0,0,9,19,9,28,0,0.0,0.0,0.0,0.0,0,0,0.0,
