사용월,노선명,역명,역명정규화,station_key,운행엘리베이터보유여부,운행엘리베이터수,엘리베이터연결층,엘리베이터설치위치,운행휠체어리프트보유여부,운행휠체어리프트수,휠체어리프트운행구간,휠체어리프트설치위치,안전발판보유여부,안전발판수,휠체어접근가능화장실보유여부,장애인화장실설치위치,장애인화장실층
2025-12,1호선,서울역,서울,1호선|서울,1,4,"외부#1 | 지하B1→지상1 | 2번 출입구; 내부#1 | 지하B2→지하B1 | 시청 방면5-1,남영 방면6-4; 외부#3 | 지하B1→지상1 | 3번 출입구; 외부#2 | 지하B1→지상1 | 4번 출입구","2번 출입구; 시청 방면5-1,남영 방면6-4; 3번 출입구; 4번 출입구",0,0,없음,없음,1,1,1,지하1층 2번 출입구 부근,B1
2025-12,1호선,시청,시청,1호선|시청,1,3,"외부#1 | 지하B1→지상1 | 1,2번 출입구 사이; 내부#1 | 지하B2→지하B1 | 종각 방면3-2; 내부#2 | 지하B2→지하B1 | 서울역 방면8-3","1,2번 출입구 사이; 종각 방면3-2; 서울역 방면8-3",0,0,없음,없음,1,1,1,지하1층 5번 출입구 부근,B1
2025-12,1호선,신설동,신설동,1호선|신설동,1,5,"내부#1 | 지하B2→지하B1 | 제기동 방면3-4; 내부#2 | 지하B2→지하B1 | 동묘앞 방면8-1; 외부#3 | 지하B1→지상1 | 4,5번 출입구 사이; 외부#2 | 지하B1→지상1 | 2,3번 출입구 사이; 외부#1 | 지하B1→지상1 | 12번 출입구","제기동 방면3-4; 동묘앞 방면8-1; 4,5번 출입구 사이; 2,3번 출입구 사이; 12번 출입구",1,4,내부1 | 지하B2→지하B1 | 제기동 방면측; 내부2 | 지하B2→지하B1 | 동묘앞 방면측; 내부3 | 지하B2→지하B1 | 연결통로(대합실 방면); 내부4 | 지하B2→지하B1 | 연결통로(대합실 방면),제기동 방면측; 동묘앞 방면측; 연결통로(대합실 방면),1,1,1,대합실(지하1층) 고객안전실 앞,B1
2025-12,2호선,강남,강남,2호선|강남,1,4,내부#1 | 지하B2→지하B1 | 역삼 방면8-1; 내부#2 | 지하B2→지하B1 | 교대 방면3-4; 외부#1 | 지하B1→지상1 | 1번 출입구; 외부#2 | 지하B1→지상1 | 10번 출입구,역삼 방면8-1; 교대 방면3-4; 1번 출입구; 10번 출입구,0,0,없음,없음,1,1,1,"1층 고객안전실(1,12번 출입구),개집표기 내부",B1
2025-12,2호선,건대입구,건대입구,2호선|건대입구,1,2,외부#1 | 지상1→지상3 | 6번 출입구; 내부#1 | 지상2→지상3 | 성수 방면5-4,6번 출입구; 성수 방면5-4,0,0,없음,없음,1,1,1,대합실 2층 통로 중앙,2
2025-12,2호선,교대(법원.검찰청),교대(법원.검찰청),2호선|교대(법원.검찰청),1,3,외부#1 | 지하B1→지상1 | 5번 출입구; 내부#1 | 지하B2→지하B1 | 강남 방면8-4; 내부#2 | 지하B2→지하B1 | 서초 방면3-1,5번 출입구; 강남 방면8-4; 서초 방면3-1,0,0,없음,없음,1,1,1,"대합실 1층 1,2,3,4,번 출입구 쪽",B1
2025-12,2호선,낙성대(강감찬),낙성대(강감찬),2호선|낙성대(강감찬),1,3,내부#2 | 지하B2→지하B1 | 서울대입구 방면3-3; 외부#1 | 지하B1→지상1 | 6번 출입구; 내부#1 | 지하B2→지하B1 | 사당 방면8-2,서울대입구 방면3-3; 6번 출입구; 사당 방면8-2,0,0,없음,없음,1,1,1,"대합실 1층 고객안내부스앞(3,4,5,6번 출입구쪽)",B1
2025-12,2호선,도림천,도림천,2호선|도림천,1,2,내부#1 | 지하B3→지하B2 | 신도림 방면4-4; 외부#1 | 지하B3→지하B1 | 양천구청 방면2-4,신도림 방면4-4; 양천구청 방면2-4,0,0,없음,없음,1,1,0,"지상1층, 고객안전실 옆(개집표기 외부)",1
2025-12,2호선,문래,문래,2호선|문래,1,4,내부#1 | 지하B2→지하B1 | 신도림 방면7-4; 내부#2 | 지하B2→지하B1 | 영등포구청 방면4-1; 외부#2 | 지하B1→지상1 | 1번 출입구; 외부#1 | 지하B1→지상1 | 5번 출입구,신도림 방면7-4; 영등포구청 방면4-1; 1번 출입구; 5번 출입구,0,0,없음,없음,1,1,1,"지하1층 대합실(개집표기 외부, 2,3번 출입구방향)",B1
2025-12,2호선,방배,방배,2호선|방배,1,3,내부#1 | 지하B2→지하B1 | 서초 방면8-3; 내부#2 | 지하B2→지하B1 | 사당 방면3-1; 외부#1 | 지하B1→지상1 | 3번 출입구,서초 방면8-3; 사당 방면3-1; 3번 출입구,0,0,없음,없음,1,1,1,"서초방면 대합실 끝(1,4번 출입구방향),개집표기 외부",B1
2025-12,2호선,봉천,봉천,2호선|봉천,1,2,"내부#1 | 지하B2→지하B1 | 서울대입구 방면6-3, 신림 방면5-1; 외부#1 | 지하B1→지상1 | 4번 출입구","서울대입구 방면6-3, 신림 방면5-1; 4번 출입구",0,0,없음,없음,1,1,1,"B1 아이센터 맞은편(1,6번 출입구)개집표기 외부",B1
2025-12,2호선,삼성(무역센터),삼성(무역센터),2호선|삼성(무역센터),1,5,"외부#2 | 지하B1→지상1 | 6번 출입구; 외부#4 | 지하B1→지상1 | 4번 출입구; 외부#1 | 지하B1→지상1 | 1번 출입구; 외부#3 | 지하B1→지상1 | 8번 출입구; 내부#1 | 지하B2→지하B1 | 종합운동장 방면3-1, 선릉 방면8-4","6번 출입구; 4번 출입구; 1번 출입구; 8번 출입구; 종합운동장 방면3-1, 선릉 방면8-4",0,0,내부1 | 지하B1→지하B1 | 코액스 측 연결계단,코액스 측 연결계단,1,1,1,대합실 1층 통로 중앙,B1
2025-12,2호선,상왕십리,상왕십리,2호선|상왕십리,1,3,외부#1 | 지하B1→지상1 | 1-1번 출입구; 내부#1 | 지하B2→지하B1 | 신당 방면8-1; 내부#2 | 지하B2→지하B1 | 왕십리 방면3-4,1-1번 출입구; 신당 방면8-1; 왕십리 방면3-4,0,0,없음,없음,1,1,1,"대합실 1층 5,6번 출입구 앞",B1
2025-12,2호선,서울대입구(관악구청),서울대입구(관악구청),2호선|서울대입구(관악구청),1,3,"외부#1 | 지하B1→지상1 | 6번 출입구; 내부#1 | 지하B2→지하B1 | 봉천 방면5-2, 낙성대 방면6-3; 외부#2 | 지하B1→지상1 | 2번 출입구","6번 출입구; 봉천 방면5-2, 낙성대 방면6-3; 2번 출입구",0,0,없음,없음,1,1,1,"대합실 1층 (7,8번 출입구쪽)",B1
2025-12,2호선,서초,서초,2호선|서초,1,4,"외부#2 | 지하B1→지상1 | 3,4번 출입구; 내부#1 | 지하B2→지하B1 | 교대 방면2-4; 내부#2 | 지하B2→지하B1 | 방배 방면9-1; 외부#1 | 지하B1→지상1 | 1번 출입구","3,4번 출입구; 교대 방면2-4; 방배 방면9-1; 1번 출입구",0,0,없음,없음,1,1,1,"교대방면 대합실(1,2,7,8번 출입구),개집표기 외부",B1
2025-12,2호선,선릉,선릉,2호선|선릉,1,3,외부#1 | 지하B1→지상1 | 1번 출입구; 외부#2 | 지하B1→지상1 | 5번 출입구; 외부#3 | 지하B1→지상1 | 10번 출입구,1번 출입구; 5번 출입구; 10번 출입구,0,0,없음,없음,1,1,1,대합실 1층 1번 출입구 앞,B1
2025-12,2호선,시청,시청,2호선|시청,1,2,"외부#1 | 지하B1→지상1 | 9번 출입구; 내부#1 | 지하B3→지하B1 | 충정로 방면6-2, 을지로입구 방면5-3","9번 출입구; 충정로 방면6-2, 을지로입구 방면5-3",0,0,없음,없음,1,1,1,"지하2층 환승통로; 지하1층 9,10번 출입구 옆",B2; B1
2025-12,2호선,신답,신답,2호선|신답,1,2,내부#1 | 지상1→지상2 | 용두 방면2-4; 내부#2 | 지상1→지상2 | 용답 방면3-2,용두 방면2-4; 용답 방면3-2,0,0,없음,없음,1,1,1,1층 대합실,1
2025-12,2호선,신도림,신도림,2호선|신도림,1,4,"내부#1 | 지하B2→지하B1 | 대림 방면4-4, 문래 방면7-4; 외부#1 | 지하B1→지상2 | 1번 출입구; 내부#2 | 지하B2→지하B1 | 대림 방면3-2; 외부#2 | 지하B1→지상1 | 3번 출입구","대림 방면4-4, 문래 방면7-4; 1번 출입구; 대림 방면3-2; 3번 출입구",0,0,없음,없음,1,1,1,"지하1층 대합실 (개집표기 내부, 1번 출입구방향); 지하1층 대합실(개집표기 외부,1번 출입구방향)",B1
2025-12,2호선,신림,신림,2호선|신림,1,3,"내부#1 | 지하B2→지하B1 | 신대방 방면7-1, 봉천 방면4-4; 외부#1 | 지하B1→지상1 | 1번 출입구; 외부#2 | 지하B1→지상1 | 5번 출입구","신대방 방면7-1, 봉천 방면4-4; 1번 출입구; 5번 출입구",0,0,없음,없음,1,1,1,"B1 고객안전실 맞은편(3,4번 출입구),개집표기 외부",B1
2025-12,2호선,신설동,신설동,2호선|신설동,1,3,내부#1 | 지하B2→지하B1 | 신설동 방면4-4; 외부#2 | 지하B2→지상1 | 9번 출입구; 외부#1 | 지하B1→지상1 | 9번 출입구,신설동 방면4-4; 9번 출입구,0,0,없음,없음,1,1,1,대합실(지하1층) 고객안전실 옆,B1
2025-12,2호선,신정네거리,신정네거리,2호선|신정네거리,1,3,내부#1 | 지하B3→지하B2 | 까치산 방면4-1; 내부#2 | 지하B3→지하B2 | 양천구청 방면3-4; 외부#1 | 지하B2→지상1 | 2번 출입구,까치산 방면4-1; 양천구청 방면3-4; 2번 출입구,1,1,"내부1 | 지하B2→지하B3 | 2,3번 출입구","2,3번 출입구",1,1,0,"B1 대합실(개집표기 외부, 2번, 3번 출입구방향)",B1
2025-12,2호선,신촌,신촌,2호선|신촌,1,4,외부#1 | 지하B1→지상1 | 4번 출입구; 내부#1 | 지하B2→지하B1 | 홍대입구 방면6-4; 내부#2 | 지하B2→지하B1 | 이대 방면4-4; 외부#2 | 지하B1→지상1 | 6번 출입구,4번 출입구; 홍대입구 방면6-4; 이대 방면4-4; 6번 출입구,0,0,없음,없음,1,1,1,"지하1층 대합실, 5번 출입구 옆",B1
2025-12,2호선,아현,아현,2호선|아현,1,4,외부#2 | 지하B1→지상1 | 1번 출입구; 외부#1 | 지하B1→지상1 | 3번 출입구; 내부#1 | 지하B2→지하B1 | 이대 방면7-2; 내부#2 | 지하B2→지하B1 | 충정로 방면4-3,1번 출입구; 3번 출입구; 이대 방면7-2; 충정로 방면4-3,0,0,없음,없음,1,1,1,지하1층 대합실 이대역방면 끝단,B1
2025-12,2호선,양천구청,양천구청,2호선|양천구청,1,3,내부#1 | 지하B2→지하B1 | 신정네거리 방면4-1; 내부#2 | 지하B2→지하B1 | 도림천 방면3-3; 외부#1 | 지하B1→지상1 | 1번 출입구,신정네거리 방면4-1; 도림천 방면3-3; 1번 출입구,0,0,없음,없음,1,1,1,"B1 대합실(개집표기 내부,신정자량사업소출입구 옆)",B1
2025-12,2호선,용답,용답,2호선|용답,1,2,1 | 지상2→지상3 | 신답방면2-2; 2 | 지상2→지상3 | 성수방면3-3,신답방면2-2; 성수방면3-3,1,1,내부2 | 지상1→지상2 | 신답 방면1-4,신답 방면1-4,1,1,1,대합실,1
2025-12,2호선,용두(동대문구청),용두(동대문구청),2호선|용두(동대문구청),1,3,외부#1 | 지하B1→지상1 | 3번 출입구; 외부#2 | 지하B1→지상1 | 4번 출입구; 내부#1 | 지하B2→지하B1 | 신설동 방면4-3; 내부#2 | 지하B2→지하B1 | 신답 방면1-1,3번 출입구; 4번 출입구; 신설동 방면4-3; 신답 방면1-1,0,0,없음,없음,1,1,1,"(내선대합실)5번 출입구 입구; (외선대합실)1,2번 출입구 입구; (외선승강장)2-2 승강장 앞; (내선승강장)3-3 승강장 앞",B1; 2
2025-12,2호선,을지로3가,을지로3가,2호선|을지로3가,1,2,내부#1 | 지하B2→지하B1 | 을지로입구 방면8-3; 내부#2 | 지하B2→지하B1 | 을지로4가 방면3-2,을지로입구 방면8-3; 을지로4가 방면3-2,0,0,없음,없음,1,1,1,지하1층 (다)개집표기 옆,B1
2025-12,2호선,을지로4가,을지로4가,2호선|을지로4가,1,3,외부#1 | 지하B1→지상1 | 8번 출입구; 내부#1 | 지하B2→지하B1 | 을지로3가 방면3-2; 내부#2 | 지하B2→지하B1 | 동대문역사문화공원 방면8-3,8번 출입구; 을지로3가 방면3-2; 동대문역사문화공원 방면8-3,0,0,없음,없음,1,1,1,"지하1층 1,2번 출입구 옆",B1
2025-12,2호선,을지로입구,을지로입구,2호선|을지로입구,1,4,"내부#2 | 지하B2→지하B1 | 을지로3가 방면6-2; 외부#1 | 지하B1→지상1 | 1번 출입구; 내부#1 | 지하B2→지하B1 | 시청 방면5-3; 외부#2 | 지하B1→지상1 | 5,6번 출입구 사이","을지로3가 방면6-2; 1번 출입구; 시청 방면5-3; 5,6번 출입구 사이",0,0,없음,없음,1,1,1,지하1층 (다)개집표기 옆,B1
2025-12,2호선,이대,이대,2호선|이대,1,3,"외부#2 | 지하B1→지상1 | 2번 출입구; 외부#1 | 지하B1→지상1 | 6번 출입구; 내부#1 | 지하B2→지하B1 | 신촌 방면2-2, 아현 방면9-3","2번 출입구; 6번 출입구; 신촌 방면2-2, 아현 방면9-3",0,0,없음,없음,1,1,1,지하1층 대합실 5번 출입구 옆,B1
2025-12,2호선,잠실(송파구청),잠실(송파구청),2호선|잠실(송파구청),1,4,외부#2 | 지하B1→지상1 | 1번 출입구; 외부#1 | 지하B1→지상1 | 6번 출입구; 내부#1 | 지하B2→지하B1 | 잠실나루 방면5-2; 내부#2 | 지하B2→지하B1 | 잠실새내 방면6-3,1번 출입구; 6번 출입구; 잠실나루 방면5-2; 잠실새내 방면6-3,1,1,내부1 | 지하B1→지하B1 | 잠실쇼핑센터 측 연결계단,잠실쇼핑센터 측 연결계단,1,1,1,"대합실 1층 1,2번 출입구 앞",B1
2025-12,2호선,잠실나루,잠실나루,2호선|잠실나루,1,2,내부#1 | 지상1→지상2 | 강변 방면3-4; 내부#2 | 지상1→지상2 | 잠실 방면8-1,강변 방면3-4; 잠실 방면8-1,0,0,없음,없음,1,1,1,대합실 1층 통로 중앙,1
2025-12,2호선,잠실새내,잠실새내,2호선|잠실새내,1,4,외부#1 | 지하B1→지상1 | 7번 출입구; 내부#1 | 지하B2→지하B1 | 잠실방면7-3; 내부#2 | 지하B2→지하B1 | 종합운동장 방면4-1; 외부#2 | 지하B1→지상1 | 2번 출입구,7번 출입구; 잠실방면7-3; 종합운동장 방면4-1; 2번 출입구,0,0,없음,없음,1,1,1,대합실 1층 2번 출입구 앞,B1
2025-12,2호선,종합운동장,종합운동장,2호선|종합운동장,1,3,내부#1 | 지하B2→지하B1 | 잠실새내 방면2-4; 외부#1 | 지하B1→지상1 | 6번 출입구; 내부#2 | 지하B2→지하B1 | 삼성 방면8-4,잠실새내 방면2-4; 6번 출입구; 삼성 방면8-4,0,0,없음,없음,1,1,1,"대합실 1층 1,2번 출입구 앞 (잠실새내측); 대합실 1층 5번 출입구 앞 (삼성측)",B1
2025-12,2호선,충정로(경기대입구),충정로(경기대입구),2호선|충정로(경기대입구),1,2,"내부#1 | 지하B3→지하B2 | 아현 방면2-1, 시청 방면9-4; 외부#1 | 지하B2→지상1 | 5번 출입구","아현 방면2-1, 시청 방면9-4; 5번 출입구",0,0,없음,없음,1,1,1,지하2층 아현방면 끝단,B2
2025-12,2호선,한양대,한양대,2호선|한양대,1,2,외부#1 | 지상1→지상2 | 4번 출입구(육교) 측; 내부#1 | 지상1→지상2 | 왕십리 방면3-3,4번 출입구(육교) 측; 왕십리 방면3-3,1,1,내부1 | 지상1→지상2 | 뚝섬 방면8-2,뚝섬 방면8-2,1,1,1,고객안전실 맞은편,2
2025-12,2호선,합정,합정,2호선|합정,1,4,"내부#2 | 지하B2→지하B1 | 홍대입구 방면7-3; 내부#1 | 지하B2→지하B1 | 당산 방면4-1; 외부#2 | 지하B1→지상1 | 1,2번 출입구 사이; 외부#1 | 지하B1→지상1 | 3,4번 출입구 사이","홍대입구 방면7-3; 당산 방면4-1; 1,2번 출입구 사이; 3,4번 출입구 사이",0,0,없음,없음,1,1,1,"지하1층 대합실, 1,2번 출입구",B1
2025-12,2호선,홍대입구,홍대입구,2호선|홍대입구,1,2,"외부#1 | 지하B1→지상1 | 8번 출입구; 내부#1 | 지하B2→지하B1 | 합정 방면7-2, 신촌 방면4-3","8번 출입구; 합정 방면7-2, 신촌 방면4-3",0,0,없음,없음,1,1,1,"지하1층 대합실, 2번 출입구 옆",B1
2025-12,3호선,가락시장,가락시장,3호선|가락시장,1,3,내부#1 | 지하B4→지하B2 | 수서 방면8-2; 내부#2 | 지하B4→지하B2 | 경찰병원 방면3-2; 외부#1 | 지하B2→지상1 | 7번 출입구,수서 방면8-2; 경찰병원 방면3-2; 7번 출입구,0,0,없음,없음,1,1,1,대합실 B2층 고객안전실 앞(개집표기 외부); 대합실 B2층 고객상담실앞(개집표기 내부),B2
2025-12,3호선,경복궁(정부서울청사),경복궁(정부서울청사),3호선|경복궁(정부서울청사),1,2,"외부#1 | 지하B2→지상1 | 4번 출입구; 내부#1 | 지하B3→지하B2 | 독립문 방면6-2, 안국 방면5-3","4번 출입구; 독립문 방면6-2, 안국 방면5-3",0,0,없음,없음,1,1,0,지하2층 대합실 (가)개집표기 내부,B2
2025-12,3호선,경찰병원,경찰병원,3호선|경찰병원,1,4,외부#2 | 지하B1→지상1 | 3번 출입구; 외부#1 | 지하B1→지상1 | 1번 출입구; 내부#1 | 지하B3→지하B1 | 가락시장 방면4-2; 내부#2 | 지하B3→지하B1 | 오금 방면 7-3,3번 출입구; 1번 출입구; 가락시장 방면4-2; 오금 방면 7-3,0,0,없음,없음,1,1,1,대합실 B1층 아이센터 옆(개집표기 외부); 대합실 B1층 고객안전실 앞(개집표기 내부),B1
2025-12,3호선,고속터미널,고속터미널,3호선|고속터미널,1,2,내부#1 | 지하B3→지하B2 | 잠원 방면8-2; 내부#2 | 지하B3→지하B2 | 교대 방면3-3,잠원 방면8-2; 교대 방면3-3,0,0,없음,없음,1,1,0,없음,없음
2025-12,3호선,교대(법원.검찰청),교대(법원.검찰청),3호선|교대(법원.검찰청),1,2,"외부#1 | 지하B1→지상1 | 13번 출입구; 내부#1 | 지하B3→지하B1 | 고속터미널 방면4-2, 남부터미널 방면7-3","13번 출입구; 고속터미널 방면4-2, 남부터미널 방면7-3",1,1,"내부1 | 지하B1→지하B1 | B1층 2,3호선 연결계단","B1층 2,3호선 연결계단",1,1,1,"대합실1층 고객안전실 맞은편,개집표기 외부",B1
2025-12,3호선,구파발,구파발,3호선|구파발,1,2,"외부#1 | 지하B1→지상1 | 1번 출입구; 내부#1 | 지하B2→지하B1 | 지축 방면5-3, 연신내 방면6-2","1번 출입구; 지축 방면5-3, 연신내 방면6-2",0,0,없음,없음,1,1,1,지하1층 대합실 (가)개집표기 외부,B1
2025-12,3호선,금호,금호,3호선|금호,1,3,"외부#2 | 지하B1→지상1 | 3번 출입구 측; 내부#1 | 지하B2→지하B1 | 약수 방면3-2, 옥수 방면8-3; 외부#1 | 지하B1→지상1 | 2번 출입구","3번 출입구 측; 약수 방면3-2, 옥수 방면8-3; 2번 출입구",0,0,없음,없음,1,1,1,지하1층 (가)개집표기 내 대합실,B1
2025-12,3호선,남부터미널(예술의전당),남부터미널(예술의전당),3호선|남부터미널(예술의전당),1,3,내부#1 | 지하B3→지하B2 | 교대 방면3-2; 내부#2 | 지하B3→지하B2 | 양재 방면8-2; 외부#1 | 지하B2→지상1 | 5번 출입구,교대 방면3-2; 양재 방면8-2; 5번 출입구,0,0,없음,없음,1,1,1,대합실 B2층 고객안전실 앞,B2
2025-12,3호선,녹번,녹번,3호선|녹번,1,3,"외부#2 | 지하B1→지상1 | 1번 출입구; 외부#1 | 지하B1→지상1 | 3번 출입구; 내부#1 | 지하B2→지하B1 | 불광 방면3-1, 홍제 방면8-4","1번 출입구; 3번 출입구; 불광 방면3-1, 홍제 방면8-4",0,0,없음,없음,1,1,1,지하1층 대합실 개집표기 외부,B1
2025-12,3호선,대치,대치,3호선|대치,1,2,"내부#1 | 지하B3→지하B1 | 도곡 방면1-1, 학여울 방면10-4; 외부#1 | 지하B1→지상1 | 7번 출입구","도곡 방면1-1, 학여울 방면10-4; 7번 출입구",0,0,없음,없음,1,1,0,대합실 B1층 고객안전실 앞,B1
2025-12,3호선,도곡,도곡,3호선|도곡,0,0,없음,없음,0,0,없음,없음,1,1,0,대합실  B2층 개집표기 외부,B2
2025-12,3호선,독립문,독립문,3호선|독립문,1,2,"내부#1 | 지하B3→지하B2 | 무악재 방면9-1, 경복궁 방면2-4; 외부#1 | 지하B2→지상1 | 4번 출입구","무악재 방면9-1, 경복궁 방면2-4; 4번 출입구",0,0,없음,없음,1,1,0,지하2층 대합실 (나)개집표기 내부,B2
2025-12,3호선,동대입구,동대입구,3호선|동대입구,1,4,"외부#2 | 지하B2→지상1 | 2번 출입구; 내부#2 | 지하B2→지하B1 | 대합실(F계단 측, 3~5번 출입구 방향); 외부#1 | 지하B2→지상1 | 6번 출입구; 내부#1 | 지하B3→지하B2 | 충무로 방면3-1, 약수 방면8-4","2번 출입구; 대합실(F계단 측, 3~5번 출입구 방향); 6번 출입구; 충무로 방면3-1, 약수 방면8-4",0,0,없음,없음,1,1,1,대합실 2층 (가)개집표기 앞,B2
2025-12,3호선,매봉,매봉,3호선|매봉,1,3,내부#1 | 지하B2→지하B1 | 양재 방면5-4; 내부#2 | 지하B2→지하B1 | 도곡 방면6-1; 외부#1 | 지하B1→지상1 | 1번 출입구,양재 방면5-4; 도곡 방면6-1; 1번 출입구,0,0,없음,없음,1,1,1,대합실 B1층개집표기옆,B1
2025-12,3호선,수서,수서,3호선|수서,1,4,외부#1 | 지하B1→지상1 | 1번 출입구; 외부#2 | 지하B1→지상1 | 5번 출입구; 내부#1 | 지하B2→지하B1 | 가락시장 방면3-2; 내부#2 | 지하B2→지하B1 | 일원 방면8-3,1번 출입구; 5번 출입구; 가락시장 방면3-2; 일원 방면8-3,0,0,없음,없음,1,1,1,대합실 B1층 고객안전실좌측(개집표기 내부),B1
2025-12,3호선,신사,신사,3호선|신사,1,4,내부#1 | 지하B2→지하B1 | 압구정 방면3-1; 내부#2 | 지하B2→지하B1 | 잠원 방면8-3; 외부#1 | 지하B1→지상1 | 1번 출입구; 외부#2 | 지하B1→지상1 | 8번 출입구,압구정 방면3-1; 잠원 방면8-3; 1번 출입구; 8번 출입구,0,0,없음,없음,1,1,1,지하 1층,B1
2025-12,3호선,압구정,압구정,3호선|압구정,1,4,내부#1 | 지하B2→지하B1 | 옥수 방면8-2; 내부#2 | 지하B2→지하B1 | 신사 방면3-2; 외부#2 | 지하B1→지상1 | 3번 출입구; 외부#1 | 지하B1→지상1 | 2번 출입구,옥수 방면8-2; 신사 방면3-2; 3번 출입구; 2번 출입구,0,0,없음,없음,1,1,1,지하 1층,B1
2025-12,3호선,양재(서초구청),양재(서초구청),3호선|양재(서초구청),1,5,외부#2 | 지하B1→지상1 | 11번 출입구; 외부#1 | 지하B1→지상1 | 4번 출입구; 내부#1 | 지하B2→지하B1 | 남부터미널 방면3-1; 외부#3 | 지하B1→지상1 | 1번 출입구; 내부#2 | 지하B2→지하B1 | 매봉 방면8-4,11번 출입구; 4번 출입구; 남부터미널 방면3-1; 1번 출입구; 매봉 방면8-4,0,0,없음,없음,1,1,1,"대합실 B1층 상선 방향(9-4),개집표기 내부",B1
2025-12,3호선,오금,오금,3호선|오금,1,3,외부#1 | 지하B1→지상1 | 1번 출입구; 내부#1 | 지하B4→지하B1 | 경찰병원 방면5-1; 내부#2 | 지하B4→지하B1 | 오금 방면6-4,1번 출입구; 경찰병원 방면5-1; 오금 방면6-4,0,0,없음,없음,1,1,1,"대합실 B1층 1,2번 출입구 옆(개집표기 외부); 대합실 B1층 1,2번 출입구옆(개집표기 내부)",B1
2025-12,3호선,옥수,옥수,3호선|옥수,1,3,"외부#1 | 지상1→지상2 | 5,6번 출입구; 내부#1 | 지상2→지상3 | 금호 방면10-1; 내부#2 | 지상2→지상3 | 압구정 방면1-2","5,6번 출입구; 금호 방면10-1; 압구정 방면1-2",0,0,없음,없음,1,1,1,3층 환승통로측; 3층 금호역측,3
2025-12,3호선,을지로3가,을지로3가,3호선|을지로3가,1,2,"내부#1 | 지하B3→지하B1 | 종로3가 방면6-3, 충무로 방면5-2; 외부#1 | 지하B1→지상1 | 10번 출입구","종로3가 방면6-3, 충무로 방면5-2; 10번 출입구",0,0,없음,없음,1,1,0,가 대합실 고객안전실 아래 지하 2층,B2
2025-12,3호선,일원,일원,3호선|일원,1,4,내부#1 | 지하B3→지하B2 | 대청 방면6-3; 내부#2 | 지하B3→지하B2 | 수서 방면5-2; 외부#2 | 지하B2→지상1 | 1번 출입구; 외부#3 | 지하B2→지상1 | 1번 출입구,대청 방면6-3; 수서 방면5-2; 1번 출입구,0,0,없음,없음,1,1,1,"대합실 B2층 7번 출입구옆, 고객안전실 앞",B2
2025-12,3호선,잠원,잠원,3호선|잠원,1,3,외부#1 | 지하B1→지상1 | 1번 출입구; 내부#1 | 지하B2→지하B1 | 신사 방면3-3; 내부#2 | 지하B2→지하B1 | 고속터미널 방면8-2,1번 출입구; 신사 방면3-3; 고속터미널 방면8-2,0,0,없음,없음,1,1,1,대합실 B1층 고객안전실 앞(개집표기 내부),B1
2025-12,3호선,지축,지축,3호선|지축,1,1,"내부#1 | 지상1→지상2 | 삼송 방면9-3, 구파발 방면2-2","삼송 방면9-3, 구파발 방면2-2",0,0,없음,없음,1,1,0,없음,없음
2025-12,3호선,학여울,학여울,3호선|학여울,1,3,외부#1 | 지하B4→지상1 | 1번 출입구; 내부#1 | 지하B5→지하B4 | 대치 방면5-4; 내부#2 | 지하B5→지하B4 | 대청 방면6-1,1번 출입구; 대치 방면5-4; 대청 방면6-1,0,0,없음,없음,1,1,1,대합실 B4층 외부 E/V 옆 (개집표기 외부),B4
2025-12,4호선,남태령,남태령,4호선|남태령,1,3,"외부#1 | 지하B1→지상1 | 2번 출입구; 내부#2 | 지하B2→지하B1 | 1번 출입구; 내부#1 | 지하B3→지하B2 | 사당 방면3-3,선바위 방면8-2","2번 출입구; 1번 출입구; 사당 방면3-3,선바위 방면8-2",0,0,없음,없음,1,1,1,(지하2층 고객안전실 옆),B2
2025-12,4호선,노원,노원,4호선|노원,1,3,외부#1 | 지상1→지상2 | 2번 출입구; 외부#2 | 지상1→지상3 | 9번 출입구; 내부#1 | 지상2→지상3 | 상계 방면8-4,2번 출입구; 9번 출입구; 상계 방면8-4,0,0,없음,없음,1,1,1,2층 대합실 (나)개집표기 내부,2
2025-12,4호선,명동,명동,4호선|명동,1,2,"내부#1 | 지하B4→지하B1 | 충무로 방면1-1,회현 방면10-4; 외부#1 | 지하B1→지상1 | 1번 출입구","충무로 방면1-1,회현 방면10-4; 1번 출입구",0,0,없음,없음,1,1,0,"B1 2~8번 출입구쪽,개집표기 내부",B1
2025-12,4호선,미아(서울사이버대학),미아(서울사이버대학),4호선|미아(서울사이버대학),1,3,"내부#1 | 지하B2→지하B1 | 수유 방면8-2; 내부#2 | 지하B2→지하B1 | 미아사거리 방면3-4; 외부#1 | 지하B1→지상1 | 1,2번 출입구 사이","수유 방면8-2; 미아사거리 방면3-4; 1,2번 출입구 사이",0,0,없음,없음,1,1,1,"대합실 지하1층 교양휴게실 앞 (3,4번개집표기방향)",B1
2025-12,4호선,미아사거리,미아사거리,4호선|미아사거리,1,2,내부#1 | 지하B2→지하B1 | 미아 방면3-1; 내부#2 | 지하B2→지하B1 | 길음 방면8-3,미아 방면3-1; 길음 방면8-3,0,0,없음,없음,1,1,1,지하1층 고객안전실 옆,B1
